row_key,team_id,split,stat_key,stat_name,value,numeric_value,display_value,rank,abbreviation
2540_overall_ref,2540,overall,ref,$ref,http://sports.core.api.espn.com/v2/sports/basketball/leagues/mens-college-basketball/seasons/2026/types/0/teams/2540/statistics/0?lang=en&region=us,,http://sports.core.api.espn.com/v2/sports/basketball/leagues/mens-college-basketball/seasons/2026/types/0/teams/2540/statistics/0?lang=en&region=us,,
